Street Address,City,State,Storm Magnitude,AI Damage Score %,Likely Insurance,Event Date
261 SW 24th Ave,Norman,OK,2.0,42.27,Unknown,2026-03-10
162 W Robinson St,Norman,OK,2.0,42.24,Unknown,2026-03-10
310 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,42.23,Unknown,2026-04-25
130 E 2nd St,Edmond,OK,2.75,42.23,Unknown,2026-03-10
262 SW 24th Ave,Norman,OK,2.0,42.22,Unknown,2026-03-10
128 NW 10th St,Oklahoma City,OK,1.85,42.21,Unknown,2026-04-23
182 W Main St,Norman,OK,2.0,42.17,Unknown,2026-03-10
260 SW 24th Ave,Norman,OK,2.0,42.15,Unknown,2026-03-10
126 N Bryant Ave,Edmond,OK,2.75,42.13,Unknown,2026-03-10
123 W Robinson St,Norman,OK,2.0,42.12,Unknown,2026-03-10
256 SW 24th Ave,Norman,OK,2.0,42.07,Unknown,2026-03-10
308 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,42.02,Unknown,2026-04-25
259 SW 24th Ave,Norman,OK,2.0,42.02,Unknown,2026-03-10
179 W Robinson St,Norman,OK,2.0,42.01,Unknown,2026-03-10
116 NW 10th St,Oklahoma City,OK,1.85,41.99,Unknown,2026-04-23
181 N May Ave,Oklahoma City,OK,1.85,41.98,Unknown,2026-04-23
188 W Main St,Norman,OK,2.0,41.95,Unknown,2026-03-10
178 NW 10th St,Oklahoma City,OK,1.85,41.95,Unknown,2026-04-23
257 SW 24th Ave,Norman,OK,2.0,41.93,Unknown,2026-03-10
638 Maple Ave,,TEXAS,69.0,41.9,Unknown,2024-08-03
249 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,41.9,Unknown,2026-04-25
255 SW 24th Ave,Norman,OK,2.0,41.9,Unknown,2026-03-10
293 N May Ave,Oklahoma City,OK,1.85,41.87,Unknown,2026-04-23
258 SW 24th Ave,Norman,OK,2.0,41.86,Unknown,2026-03-10
198 N May Ave,Oklahoma City,OK,1.85,41.86,Unknown,2026-04-23
176 NW 10th St,Oklahoma City,OK,1.85,41.84,Unknown,2026-04-23
186 W Main St,Norman,OK,2.0,41.83,Unknown,2026-03-10
164 W Robinson St,Norman,OK,2.0,41.83,Unknown,2026-03-10
254 SW 24th Ave,Norman,OK,2.0,41.82,Unknown,2026-03-10
253 SW 24th Ave,Norman,OK,2.0,41.81,Unknown,2026-03-10
224 W Main St,Norman,OK,2.0,41.8,Unknown,2026-03-10
202 N May Ave,Oklahoma City,OK,1.85,41.8,Unknown,2026-04-23
123 W Main St,Norman,OK,2.0,41.79,Unknown,2026-03-10
206 N May Ave,Oklahoma City,OK,1.85,41.77,Unknown,2026-04-23
208 N May Ave,Oklahoma City,OK,1.85,41.77,Unknown,2026-04-23
210 N May Ave,Oklahoma City,OK,1.85,41.77,Unknown,2026-04-23
212 N May Ave,Oklahoma City,OK,1.85,41.77,Unknown,2026-04-23
214 N May Ave,Oklahoma City,OK,1.85,41.77,Unknown,2026-04-23
216 N May Ave,Oklahoma City,OK,1.85,41.77,Unknown,2026-04-23
218 N May Ave,Oklahoma City,OK,1.85,41.77,Unknown,2026-04-23
220 N May Ave,Oklahoma City,OK,1.85,41.77,Unknown,2026-04-23
196 N May Ave,Oklahoma City,OK,1.85,41.76,Unknown,2026-04-23
197 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,41.75,Unknown,2026-04-25
252 SW 24th Ave,Norman,OK,2.0,41.67,Unknown,2026-03-10
158 W Robinson St,Norman,OK,2.0,41.64,Unknown,2026-03-10
316 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,41.63,Unknown,2026-04-25
140 NW 10th St,Oklahoma City,OK,1.85,41.62,Unknown,2026-04-23
295 N May Ave,Oklahoma City,OK,1.85,41.62,Unknown,2026-04-23
190 W Main St,Norman,OK,2.0,41.59,Unknown,2026-03-10
138 NW 10th St,Oklahoma City,OK,1.85,41.58,Unknown,2026-04-23
250 SW 24th Ave,Norman,OK,2.0,41.54,Unknown,2026-03-10
171 N May Ave,Oklahoma City,OK,1.85,41.53,Unknown,2026-04-23
139 W Robinson St,Norman,OK,2.0,41.51,Unknown,2026-03-10
156 W Robinson St,Norman,OK,2.0,41.51,Unknown,2026-03-10
154 W Robinson St,Norman,OK,2.0,41.5,Unknown,2026-03-10
174 NW 10th St,Oklahoma City,OK,1.85,41.5,Unknown,2026-04-23
202 E 2nd St,Edmond,OK,2.75,41.49,Unknown,2026-03-10
248 SW 24th Ave,Norman,OK,2.0,41.49,Unknown,2026-03-10
251 SW 24th Ave,Norman,OK,2.0,41.49,Unknown,2026-03-10
159 W Robinson St,Norman,OK,2.0,41.49,Unknown,2026-03-10
150 W Robinson St,Norman,OK,2.0,41.48,Unknown,2026-03-10
161 W Robinson St,Norman,OK,2.0,41.45,Unknown,2026-03-10
192 W Main St,Norman,OK,2.0,41.42,Unknown,2026-03-10
183 N May Ave,Oklahoma City,OK,1.85,41.41,Unknown,2026-04-23
152 W Robinson St,Norman,OK,2.0,41.38,Unknown,2026-03-10
213 E 1st St,Tulsa,OK,1.6,41.37,Unknown,2026-04-23
249 SW 24th Ave,Norman,OK,2.0,41.36,Unknown,2026-03-10
102 W Main St,Norman,OK,2.0,41.35,Unknown,2026-03-10
247 SW 24th Ave,Norman,OK,2.0,41.34,Unknown,2026-03-10
137 W Robinson St,Norman,OK,2.0,41.32,Unknown,2026-03-10
142 NW 10th St,Oklahoma City,OK,1.85,41.32,Unknown,2026-04-23
299 N May Ave,Oklahoma City,OK,1.85,41.32,Unknown,2026-04-23
157 W Robinson St,Norman,OK,2.0,41.31,Unknown,2026-03-10
160 W Robinson St,Norman,OK,2.0,41.31,Unknown,2026-03-10
245 SW 24th Ave,Norman,OK,2.0,41.3,Unknown,2026-03-10
146 NW 10th St,Oklahoma City,OK,1.85,41.29,Unknown,2026-04-23
246 SW 24th Ave,Norman,OK,2.0,41.28,Unknown,2026-03-10
291 N May Ave,Oklahoma City,OK,1.85,41.28,Unknown,2026-04-23
239 SW 24th Ave,Norman,OK,2.0,41.23,Unknown,2026-03-10
204 E 2nd St,Edmond,OK,2.75,41.22,Unknown,2026-03-10
241 SW 24th Ave,Norman,OK,2.0,41.21,Unknown,2026-03-10
297 N May Ave,Oklahoma City,OK,1.85,41.2,Unknown,2026-04-23
181 W Robinson St,Norman,OK,2.0,41.18,Unknown,2026-03-10
243 SW 24th Ave,Norman,OK,2.0,41.16,Unknown,2026-03-10
244 SW 24th Ave,Norman,OK,2.0,41.16,Unknown,2026-03-10
144 NW 10th St,Oklahoma City,OK,1.85,41.16,Unknown,2026-04-23
167 W Robinson St,Norman,OK,2.0,41.15,Unknown,2026-03-10
237 SW 24th Ave,Norman,OK,2.0,41.12,Unknown,2026-03-10
240 SW 24th Ave,Norman,OK,2.0,41.12,Unknown,2026-03-10
215 E 1st St,Tulsa,OK,1.6,41.11,Unknown,2026-04-23
314 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,41.1,Unknown,2026-04-25
238 SW 24th Ave,Norman,OK,2.0,41.08,Unknown,2026-03-10
242 SW 24th Ave,Norman,OK,2.0,41.06,Unknown,2026-03-10
163 W Robinson St,Norman,OK,2.0,41.06,Unknown,2026-03-10
191 N May Ave,Oklahoma City,OK,1.85,41.04,Unknown,2026-04-23
107 N Bryant Ave,Edmond,OK,2.75,41.01,Unknown,2026-03-10
236 SW 24th Ave,Norman,OK,2.0,41.01,Unknown,2026-03-10
195 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,40.99,Unknown,2026-04-25
172 NW 10th St,Oklahoma City,OK,1.85,40.98,Unknown,2026-04-23
185 N May Ave,Oklahoma City,OK,1.85,40.98,Unknown,2026-04-23
250 N May Ave,Oklahoma City,OK,1.85,40.97,Unknown,2026-04-23
235 SW 24th Ave,Norman,OK,2.0,40.95,Unknown,2026-03-10
212 E 1st St,Tulsa,OK,1.6,40.95,Unknown,2026-04-23
248 N May Ave,Oklahoma City,OK,1.85,40.92,Unknown,2026-04-23
289 N May Ave,Oklahoma City,OK,1.85,40.91,Unknown,2026-04-23
148 NW 10th St,Oklahoma City,OK,1.85,40.9,Unknown,2026-04-23
124 N Bryant Ave,Edmond,OK,2.75,40.88,Unknown,2026-03-10
234 SW 24th Ave,Norman,OK,2.0,40.87,Unknown,2026-03-10
151 W Robinson St,Norman,OK,2.0,40.87,Unknown,2026-03-10
247 N High St,,NATIONAL_EXHAUSTIVE,2.0,40.86,Unknown,2026-04-25
165 W Robinson St,Norman,OK,2.0,40.84,Unknown,2026-03-10
193 N May Ave,Oklahoma City,OK,1.85,40.84,Unknown,2026-04-23
165 N May Ave,Oklahoma City,OK,1.85,40.83,Unknown,2026-04-23
104 E 2nd St,Edmond,OK,2.75,40.81,Unknown,2026-03-10
304 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,40.78,Unknown,2026-04-25
141 W Robinson St,Norman,OK,2.0,40.77,Unknown,2026-03-10
312 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,40.72,Unknown,2026-04-25
211 E 1st St,Tulsa,OK,1.6,40.71,Unknown,2026-04-23
231 SW 24th Ave,Norman,OK,2.0,40.69,Unknown,2026-03-10
121 W Main St,Norman,OK,2.0,40.68,Unknown,2026-03-10
132 W Main St,Norman,OK,2.0,40.67,Unknown,2026-03-10
244 N May Ave,Oklahoma City,OK,1.85,40.67,Unknown,2026-04-23
155 W Robinson St,Norman,OK,2.0,40.66,Unknown,2026-03-10
251 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,40.65,Unknown,2026-04-25
167 N May Ave,Oklahoma City,OK,1.85,40.62,Unknown,2026-04-23
246 N May Ave,Oklahoma City,OK,1.85,40.61,Unknown,2026-04-23
242 N May Ave,Oklahoma City,OK,1.85,40.58,Unknown,2026-04-23
307 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,40.54,Unknown,2026-04-25
166 W Robinson St,Norman,OK,2.0,40.54,Unknown,2026-03-10
102 E 2nd St,Edmond,OK,2.75,40.53,Unknown,2026-03-10
132 W Robinson St,Norman,OK,2.0,40.5,Unknown,2026-03-10
148 W Robinson St,Norman,OK,2.0,40.49,Unknown,2026-03-10
169 N May Ave,Oklahoma City,OK,1.85,40.49,Unknown,2026-04-23
149 W Robinson St,Norman,OK,2.0,40.45,Unknown,2026-03-10
136 NW 10th St,Oklahoma City,OK,1.85,40.45,Unknown,2026-04-23
125 W Robinson St,Norman,OK,2.0,40.44,Unknown,2026-03-10
287 N May Ave,Oklahoma City,OK,1.85,40.44,Unknown,2026-04-23
193 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,40.43,Unknown,2026-04-25
290 N May Ave,Oklahoma City,OK,1.85,40.42,Unknown,2026-04-23
153 W Robinson St,Norman,OK,2.0,40.4,Unknown,2026-03-10
150 NW 10th St,Oklahoma City,OK,1.85,40.4,Unknown,2026-04-23
112 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,40.39,Unknown,2026-04-25
104 W Main St,Norman,OK,2.0,40.36,Unknown,2026-03-10
240 N May Ave,Oklahoma City,OK,1.85,40.34,Unknown,2026-04-23
135 W Robinson St,Norman,OK,2.0,40.31,Unknown,2026-03-10
147 W Robinson St,Norman,OK,2.0,40.31,Unknown,2026-03-10
227 SW 24th Ave,Norman,OK,2.0,40.3,Unknown,2026-03-10
228 SW 24th Ave,Norman,OK,2.0,40.3,Unknown,2026-03-10
232 SW 24th Ave,Norman,OK,2.0,40.3,Unknown,2026-03-10
130 NW 10th St,Oklahoma City,OK,1.85,40.3,Unknown,2026-04-23
106 W Main St,Norman,OK,2.0,40.29,Unknown,2026-03-10
170 NW 10th St,Oklahoma City,OK,1.85,40.29,Unknown,2026-04-23
230 SW 24th Ave,Norman,OK,2.0,40.27,Unknown,2026-03-10
129 W Robinson St,Norman,OK,2.0,40.25,Unknown,2026-03-10
233 SW 24th Ave,Norman,OK,2.0,40.23,Unknown,2026-03-10
252 N May Ave,Oklahoma City,OK,1.85,40.22,Unknown,2026-04-23
262 N May Ave,Oklahoma City,OK,1.85,40.21,Unknown,2026-04-23
206 E 2nd St,Edmond,OK,2.75,40.19,Unknown,2026-03-10
229 SW 24th Ave,Norman,OK,2.0,40.19,Unknown,2026-03-10
226 SW 24th Ave,Norman,OK,2.0,40.18,Unknown,2026-03-10
217 E 1st St,Tulsa,OK,1.6,40.16,Unknown,2026-04-23
253 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,40.14,Unknown,2026-04-25
225 SW 24th Ave,Norman,OK,2.0,40.13,Unknown,2026-03-10
114 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,40.12,Unknown,2026-04-25
226 W Main St,Norman,OK,2.0,40.12,Unknown,2026-03-10
130 W Robinson St,Norman,OK,2.0,40.12,Unknown,2026-03-10
288 N May Ave,Oklahoma City,OK,1.85,40.11,Unknown,2026-04-23
118 E 2nd St,Edmond,OK,2.75,40.08,Unknown,2026-03-10
120 E 2nd St,Edmond,OK,2.75,40.08,Unknown,2026-03-10
152 NW 10th St,Oklahoma City,OK,1.85,40.08,Unknown,2026-04-23
256 N May Ave,Oklahoma City,OK,1.85,40.08,Unknown,2026-04-23
199 N May Ave,Oklahoma City,OK,1.85,40.06,Unknown,2026-04-23
201 N May Ave,Oklahoma City,OK,1.85,40.06,Unknown,2026-04-23
203 N May Ave,Oklahoma City,OK,1.85,40.06,Unknown,2026-04-23
205 N May Ave,Oklahoma City,OK,1.85,40.06,Unknown,2026-04-23
207 N May Ave,Oklahoma City,OK,1.85,40.06,Unknown,2026-04-23
209 N May Ave,Oklahoma City,OK,1.85,40.06,Unknown,2026-04-23
211 N May Ave,Oklahoma City,OK,1.85,40.06,Unknown,2026-04-23
213 N May Ave,Oklahoma City,OK,1.85,40.06,Unknown,2026-04-23
215 N May Ave,Oklahoma City,OK,1.85,40.06,Unknown,2026-04-23
217 N May Ave,Oklahoma City,OK,1.85,40.06,Unknown,2026-04-23
222 SW 24th Ave,Norman,OK,2.0,40.04,Unknown,2026-03-10
255 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,40.03,Unknown,2026-04-25
133 W Robinson St,Norman,OK,2.0,40.01,Unknown,2026-03-10
154 NW 10th St,Oklahoma City,OK,1.85,39.99,Unknown,2026-04-23
156 NW 10th St,Oklahoma City,OK,1.85,39.99,Unknown,2026-04-23
223 SW 24th Ave,Norman,OK,2.0,39.98,Unknown,2026-03-10
124 W Robinson St,Norman,OK,2.0,39.98,Unknown,2026-03-10
219 SW 24th Ave,Norman,OK,2.0,39.97,Unknown,2026-03-10
128 W Robinson St,Norman,OK,2.0,39.97,Unknown,2026-03-10
134 W Robinson St,Norman,OK,2.0,39.97,Unknown,2026-03-10
168 NW 10th St,Oklahoma City,OK,1.85,39.97,Unknown,2026-04-23
285 N May Ave,Oklahoma City,OK,1.85,39.97,Unknown,2026-04-23
158 NW 10th St,Oklahoma City,OK,1.85,39.96,Unknown,2026-04-23
257 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,39.95,Unknown,2026-04-25
224 SW 24th Ave,Norman,OK,2.0,39.95,Unknown,2026-03-10
260 N May Ave,Oklahoma City,OK,1.85,39.94,Unknown,2026-04-23
221 SW 24th Ave,Norman,OK,2.0,39.93,Unknown,2026-03-10
195 N May Ave,Oklahoma City,OK,1.85,39.93,Unknown,2026-04-23
122 W Robinson St,Norman,OK,2.0,39.92,Unknown,2026-03-10
258 N May Ave,Oklahoma City,OK,1.85,39.92,Unknown,2026-04-23
187 N May Ave,Oklahoma City,OK,1.85,39.9,Unknown,2026-04-23
220 SW 24th Ave,Norman,OK,2.0,39.88,Unknown,2026-03-10
202 W Main St,Norman,OK,2.0,39.87,Unknown,2026-03-10
126 W Robinson St,Norman,OK,2.0,39.86,Unknown,2026-03-10
127 W Robinson St,Norman,OK,2.0,39.84,Unknown,2026-03-10
131 W Robinson St,Norman,OK,2.0,39.84,Unknown,2026-03-10
168 W Robinson St,Norman,OK,2.0,39.83,Unknown,2026-03-10
217 SW 24th Ave,Norman,OK,2.0,39.82,Unknown,2026-03-10
286 N May Ave,Oklahoma City,OK,1.85,39.82,Unknown,2026-04-23
146 W Robinson St,Norman,OK,2.0,39.81,Unknown,2026-03-10
254 N May Ave,Oklahoma City,OK,1.85,39.81,Unknown,2026-04-23
110 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,39.8,Unknown,2026-04-25
101 N Bryant Ave,Edmond,OK,2.75,39.8,Unknown,2026-03-10
200 W Main St,Norman,OK,2.0,39.79,Unknown,2026-03-10
218 SW 24th Ave,Norman,OK,2.0,39.79,Unknown,2026-03-10
282 N May Ave,Oklahoma City,OK,1.85,39.79,Unknown,2026-04-23
260 W Main St,Norman,OK,2.0,39.78,Unknown,2026-03-10
116 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,39.77,Unknown,2026-04-25
143 W Robinson St,Norman,OK,2.0,39.75,Unknown,2026-03-10
204 W Main St,Norman,OK,2.0,39.74,Unknown,2026-03-10
166 NW 10th St,Oklahoma City,OK,1.85,39.74,Unknown,2026-04-23
163 N May Ave,Oklahoma City,OK,1.85,39.72,Unknown,2026-04-23
136 W Robinson St,Norman,OK,2.0,39.71,Unknown,2026-03-10
256 W Main St,Norman,OK,2.0,39.7,Unknown,2026-03-10
145 W Robinson St,Norman,OK,2.0,39.7,Unknown,2026-03-10
200 NW 10th St,Oklahoma City,OK,1.85,39.7,Unknown,2026-04-23
266 W Main St,Norman,OK,2.0,39.67,Unknown,2026-03-10
280 N May Ave,Oklahoma City,OK,1.85,39.67,Unknown,2026-04-23
283 N May Ave,Oklahoma City,OK,1.85,39.66,Unknown,2026-04-23
268 W Main St,Norman,OK,2.0,39.65,Unknown,2026-03-10
258 W Main St,Norman,OK,2.0,39.63,Unknown,2026-03-10
264 N May Ave,Oklahoma City,OK,1.85,39.6,Unknown,2026-04-23
254 W Main St,Norman,OK,2.0,39.59,Unknown,2026-03-10
201 NW 10th St,Oklahoma City,OK,1.85,39.58,Unknown,2026-04-23
144 W Robinson St,Norman,OK,2.0,39.54,Unknown,2026-03-10
189 N May Ave,Oklahoma City,OK,1.85,39.54,Unknown,2026-04-23
197 N May Ave,Oklahoma City,OK,1.85,39.53,Unknown,2026-04-23
206 W Main St,Norman,OK,2.0,39.52,Unknown,2026-03-10
213 SW 24th Ave,Norman,OK,2.0,39.51,Unknown,2026-03-10
267 N May Ave,Oklahoma City,OK,1.85,39.51,Unknown,2026-04-23
246 W Main St,Norman,OK,2.0,39.5,Unknown,2026-03-10
268 N May Ave,Oklahoma City,OK,1.85,39.49,Unknown,2026-04-23
264 W Main St,Norman,OK,2.0,39.48,Unknown,2026-03-10
216 SW 24th Ave,Norman,OK,2.0,39.48,Unknown,2026-03-10
279 N May Ave,Oklahoma City,OK,1.85,39.47,Unknown,2026-04-23
250 W Main St,Norman,OK,2.0,39.44,Unknown,2026-03-10
262 W Main St,Norman,OK,2.0,39.44,Unknown,2026-03-10
252 W Main St,Norman,OK,2.0,39.43,Unknown,2026-03-10
211 SW 24th Ave,Norman,OK,2.0,39.41,Unknown,2026-03-10
120 W Robinson St,Norman,OK,2.0,39.41,Unknown,2026-03-10
248 W Main St,Norman,OK,2.0,39.39,Unknown,2026-03-10
281 N May Ave,Oklahoma City,OK,1.85,39.39,Unknown,2026-04-23
127 NW 50th St,Oklahoma City,OK,2.1,39.39,Unknown,2026-04-23
191 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,39.38,Unknown,2026-04-25
212 SW 24th Ave,Norman,OK,2.0,39.37,Unknown,2026-03-10
265 N May Ave,Oklahoma City,OK,1.85,39.37,Unknown,2026-04-23
270 N May Ave,Oklahoma City,OK,1.85,39.37,Unknown,2026-04-23
277 N May Ave,Oklahoma City,OK,1.85,39.36,Unknown,2026-04-23
259 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,39.35,Unknown,2026-04-25
244 W Main St,Norman,OK,2.0,39.34,Unknown,2026-03-10
214 SW 24th Ave,Norman,OK,2.0,39.34,Unknown,2026-03-10
215 SW 24th Ave,Norman,OK,2.0,39.34,Unknown,2026-03-10
100 W Robinson St,Norman,OK,2.0,39.33,Unknown,2026-03-10
101 W Robinson St,Norman,OK,2.0,39.33,Unknown,2026-03-10
102 W Robinson St,Norman,OK,2.0,39.33,Unknown,2026-03-10
104 W Robinson St,Norman,OK,2.0,39.33,Unknown,2026-03-10
105 W Robinson St,Norman,OK,2.0,39.33,Unknown,2026-03-10
106 W Robinson St,Norman,OK,2.0,39.33,Unknown,2026-03-10
108 W Robinson St,Norman,OK,2.0,39.33,Unknown,2026-03-10
109 W Robinson St,Norman,OK,2.0,39.33,Unknown,2026-03-10
300 W Main St,Norman,OK,2.0,39.32,Unknown,2026-03-10
275 N May Ave,Oklahoma City,OK,1.85,39.32,Unknown,2026-04-23
112 W Robinson St,Norman,OK,2.0,39.31,Unknown,2026-03-10
183 W Robinson St,Norman,OK,2.0,39.3,Unknown,2026-03-10
266 N May Ave,Oklahoma City,OK,1.85,39.29,Unknown,2026-04-23
271 N May Ave,Oklahoma City,OK,1.85,39.28,Unknown,2026-04-23
124 E 2nd St,Edmond,OK,2.75,39.27,Unknown,2026-03-10
273 N May Ave,Oklahoma City,OK,1.85,39.27,Unknown,2026-04-23
240 W Main St,Norman,OK,2.0,39.25,Unknown,2026-03-10
320 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,39.24,Unknown,2026-04-25
238 W Main St,Norman,OK,2.0,39.22,Unknown,2026-03-10
263 N May Ave,Oklahoma City,OK,1.85,39.22,Unknown,2026-04-23
269 N May Ave,Oklahoma City,OK,1.85,39.22,Unknown,2026-04-23
209 SW 24th Ave,Norman,OK,2.0,39.21,Unknown,2026-03-10
118 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,39.18,Unknown,2026-04-25
272 N May Ave,Oklahoma City,OK,1.85,39.16,Unknown,2026-04-23
142 W Robinson St,Norman,OK,2.0,39.15,Unknown,2026-03-10
219 Wilshire Blvd,Nichols Hills,OK,2.25,39.11,Unknown,2026-04-25
106 E 2nd St,Edmond,OK,2.75,39.11,Unknown,2026-03-10
212 W Main St,Norman,OK,2.0,39.1,Unknown,2026-03-10
232 W Main St,Norman,OK,2.0,39.09,Unknown,2026-03-10
189 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,39.07,Unknown,2026-04-25
118 W Robinson St,Norman,OK,2.0,39.07,Unknown,2026-03-10
236 W Main St,Norman,OK,2.0,39.06,Unknown,2026-03-10
170 W Robinson St,Norman,OK,2.0,39.05,Unknown,2026-03-10
105 W Main St,Norman,OK,2.0,39.04,Unknown,2026-03-10
242 W Main St,Norman,OK,2.0,39.04,Unknown,2026-03-10
207 SW 24th Ave,Norman,OK,2.0,38.98,Unknown,2026-03-10
208 SW 24th Ave,Norman,OK,2.0,38.98,Unknown,2026-03-10
216 W Main St,Norman,OK,2.0,38.97,Unknown,2026-03-10
218 W Main St,Norman,OK,2.0,38.97,Unknown,2026-03-10
228 W Main St,Norman,OK,2.0,38.97,Unknown,2026-03-10
220 W Main St,Norman,OK,2.0,38.94,Unknown,2026-03-10
222 W Main St,Norman,OK,2.0,38.94,Unknown,2026-03-10
222 E 1st St,Tulsa,OK,1.6,38.94,Unknown,2026-04-23
230 W Main St,Norman,OK,2.0,38.93,Unknown,2026-03-10
113 W Robinson St,Norman,OK,2.0,38.93,Unknown,2026-03-10
174 W Robinson St,Norman,OK,2.0,38.92,Unknown,2026-03-10
234 W Main St,Norman,OK,2.0,38.91,Unknown,2026-03-10
109 W Main St,Norman,OK,2.0,38.88,Unknown,2026-03-10
210 SW 24th Ave,Norman,OK,2.0,38.88,Unknown,2026-03-10
274 N May Ave,Oklahoma City,OK,1.85,38.87,Unknown,2026-04-23
206 NW 10th St,Oklahoma City,OK,1.85,38.85,Unknown,2026-04-23
206 SW 24th Ave,Norman,OK,2.0,38.84,Unknown,2026-03-10
114 W Main St,Norman,OK,2.0,38.8,Unknown,2026-03-10
138 W Robinson St,Norman,OK,2.0,38.7,Unknown,2026-03-10
191 NW 10th St,Oklahoma City,OK,1.85,38.69,Unknown,2026-04-23
116 W Robinson St,Norman,OK,2.0,38.68,Unknown,2026-03-10
278 N May Ave,Oklahoma City,OK,1.85,38.67,Unknown,2026-04-23
209 E 2nd St,Edmond,OK,2.75,38.64,Unknown,2026-03-10
104 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,38.61,Unknown,2026-04-25
222 N May Ave,Oklahoma City,OK,1.85,38.6,Unknown,2026-04-23
224 N May Ave,Oklahoma City,OK,1.85,38.6,Unknown,2026-04-23
226 N May Ave,Oklahoma City,OK,1.85,38.6,Unknown,2026-04-23
228 N May Ave,Oklahoma City,OK,1.85,38.6,Unknown,2026-04-23
230 N May Ave,Oklahoma City,OK,1.85,38.6,Unknown,2026-04-23
232 N May Ave,Oklahoma City,OK,1.85,38.6,Unknown,2026-04-23
234 N May Ave,Oklahoma City,OK,1.85,38.6,Unknown,2026-04-23
236 N May Ave,Oklahoma City,OK,1.85,38.6,Unknown,2026-04-23
189 NW 10th St,Oklahoma City,OK,1.85,38.59,Unknown,2026-04-23
261 N May Ave,Oklahoma City,OK,1.85,38.56,Unknown,2026-04-23
114 W Robinson St,Norman,OK,2.0,38.53,Unknown,2026-03-10
276 N May Ave,Oklahoma City,OK,1.85,38.53,Unknown,2026-04-23
205 SW 24th Ave,Norman,OK,2.0,38.51,Unknown,2026-03-10
120 N Bryant Ave,Edmond,OK,2.75,38.5,Unknown,2026-03-10
187 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,38.48,Unknown,2026-04-25
157 N May Ave,Oklahoma City,OK,1.85,38.47,Unknown,2026-04-23
161 N May Ave,Oklahoma City,OK,1.85,38.47,Unknown,2026-04-23
140 W Robinson St,Norman,OK,2.0,38.45,Unknown,2026-03-10
115 W Main St,Norman,OK,2.0,38.43,Unknown,2026-03-10
318 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,38.4,Unknown,2026-04-25
108 W Main St,Norman,OK,2.0,38.36,Unknown,2026-03-10
302 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,38.35,Unknown,2026-04-25
162 NW 10th St,Oklahoma City,OK,1.85,38.35,Unknown,2026-04-23
164 NW 10th St,Oklahoma City,OK,1.85,38.35,Unknown,2026-04-23
195 NW 10th St,Oklahoma City,OK,1.85,38.35,Unknown,2026-04-23
197 NW 10th St,Oklahoma City,OK,1.85,38.35,Unknown,2026-04-23
202 NW 10th St,Oklahoma City,OK,1.85,38.34,Unknown,2026-04-23
106 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,38.3,Unknown,2026-04-25
108 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,38.3,Unknown,2026-04-25
160 NW 10th St,Oklahoma City,OK,1.85,38.29,Unknown,2026-04-23
121 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,38.28,Unknown,2026-04-25
205 E 1st St,Tulsa,OK,1.6,38.28,Unknown,2026-04-23
179 NW 10th St,Oklahoma City,OK,1.85,38.26,Unknown,2026-04-23
171 NW 10th St,Oklahoma City,OK,1.85,38.22,Unknown,2026-04-23
159 N May Ave,Oklahoma City,OK,1.85,38.22,Unknown,2026-04-23
303 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,38.21,Unknown,2026-04-25
204 SW 24th Ave,Norman,OK,2.0,38.21,Unknown,2026-03-10
193 NW 10th St,Oklahoma City,OK,1.85,38.21,Unknown,2026-04-23
259 N May Ave,Oklahoma City,OK,1.85,38.21,Unknown,2026-04-23
238 N May Ave,Oklahoma City,OK,1.85,38.2,Unknown,2026-04-23
